Date,Away Team,Away Code,Home Team,Home Code
"Sun, Apr 7, 2024",New Orleans Pelicans,NOP,Phoenix Suns,PHO
"Sun, Apr 7, 2024",Washington Wizards,WAS,Toronto Raptors,TOR
"Sun, Apr 7, 2024",New York Knicks,NYK,Milwaukee Bucks,MIL
"Sun, Apr 7, 2024",Philadelphia 76ers,PHI,San Antonio Spurs,SAS
"Sun, Apr 7, 2024",Sacramento Kings,SAC,Brooklyn Nets,BKN
"Sun, Apr 7, 2024",Utah Jazz,UTA,Golden State Warriors,GSW
"Sun, Apr 7, 2024",Minnesota Timberwolves,MIN,Los Angeles Lakers,LAL
"Tue, Apr 9, 2024",Dallas Mavericks,DAL,Charlotte Hornets,CHA
"Tue, Apr 9, 2024",Detroit Pistons,DET,Philadelphia 76ers,PHI
"Tue, Apr 9, 2024",Indiana Pacers,IND,Toronto Raptors,TOR
"Tue, Apr 9, 2024",Miami Heat,MIA,Atlanta Hawks,ATL
"Tue, Apr 9, 2024",Boston Celtics,BOS,Milwaukee Bucks,MIL
"Tue, Apr 9, 2024",New York Knicks,NYK,Chicago Bulls,CHI
"Tue, Apr 9, 2024",Orlando Magic,ORL,Houston Rockets,HOU
"Tue, Apr 9, 2024",San Antonio Spurs,SAS,Memphis Grizzlies,MEM
"Tue, Apr 9, 2024",Washington Wizards,WAS,Minnesota Timberwolves,MIN
"Tue, Apr 9, 2024",Sacramento Kings,SAC,Oklahoma City Thunder,OKC
"Tue, Apr 9, 2024",Denver Nuggets,DEN,Utah Jazz,UTA
"Tue, Apr 9, 2024",Golden State Warriors,GSW,Los Angeles Lakers,LAL
"Tue, Apr 9, 2024",Los Angeles Clippers,LAC,Phoenix Suns,PHO
"Tue, Apr 9, 2024",New Orleans Pelicans,NOP,Portland Trail Blazers,POR
"Wed, Apr 10, 2024",Memphis Grizzlies,MEM,Cleveland Cavaliers,CLE
"Wed, Apr 10, 2024",Charlotte Hornets,CHA,Atlanta Hawks,ATL
"Wed, Apr 10, 2024",Toronto Raptors,TOR,Brooklyn Nets,BKN
"Wed, Apr 10, 2024",Dallas Mavericks,DAL,Miami Heat,MIA
"Wed, Apr 10, 2024",Orlando Magic,ORL,Milwaukee Bucks,MIL
"Wed, Apr 10, 2024",San Antonio Spurs,SAS,Oklahoma City Thunder,OKC
"Wed, Apr 10, 2024",Minnesota Timberwolves,MIN,Denver Nuggets,DEN
"Wed, Apr 10, 2024",Phoenix Suns,PHO,Los Angeles Clippers,LAC
"Thu, Apr 11, 2024",Chicago Bulls,CHI,Detroit Pistons,DET
"Thu, Apr 11, 2024",New York Knicks,NYK,Boston Celtics,BOS
"Thu, Apr 11, 2024",Houston Rockets,HOU,Utah Jazz,UTA
"Thu, Apr 11, 2024",Golden State Warriors,GSW,Portland Trail Blazers,POR
"Thu, Apr 11, 2024",New Orleans Pelicans,NOP,Sacramento Kings,SAC
"Fri, Apr 12, 2024",Orlando Magic,ORL,Philadelphia 76ers,PHI
"Fri, Apr 12, 2024",Chicago Bulls,CHI,Washington Wizards,WAS
"Fri, Apr 12, 2024",Charlotte Hornets,CHA,Boston Celtics,BOS
"Fri, Apr 12, 2024",Indiana Pacers,IND,Cleveland Cavaliers,CLE
"Fri, Apr 12, 2024",Brooklyn Nets,BKN,New York Knicks,NYK
"Fri, Apr 12, 2024",Los Angeles Lakers,LAL,Memphis Grizzlies,MEM
"Fri, Apr 12, 2024",Toronto Raptors,TOR,Miami Heat,MIA
"Fri, Apr 12, 2024",Atlanta Hawks,ATL,Minnesota Timberwolves,MIN
"Fri, Apr 12, 2024",Milwaukee Bucks,MIL,Oklahoma City Thunder,OKC
"Fri, Apr 12, 2024",Denver Nuggets,DEN,San Antonio Spurs,SAS
"Fri, Apr 12, 2024",Detroit Pistons,DET,Dallas Mavericks,DAL
"Fri, Apr 12, 2024",New Orleans Pelicans,NOP,Golden State Warriors,GSW
"Fri, Apr 12, 2024",Houston Rockets,HOU,Portland Trail Blazers,POR
"Fri, Apr 12, 2024",Utah Jazz,UTA,Los Angeles Clippers,LAC
"Fri, Apr 12, 2024",Phoenix Suns,PHO,Sacramento Kings,SAC
"Sun, Apr 14, 2024",Washington Wizards,WAS,Boston Celtics,BOS
"Sun, Apr 14, 2024",Charlotte Hornets,CHA,Cleveland Cavaliers,CLE
"Sun, Apr 14, 2024",Atlanta Hawks,ATL,Indiana Pacers,IND
"Sun, Apr 14, 2024",Toronto Raptors,TOR,Miami Heat,MIA
"Sun, Apr 14, 2024",Chicago Bulls,CHI,New York Knicks,NYK
"Sun, Apr 14, 2024",Milwaukee Bucks,MIL,Orlando Magic,ORL
"Sun, Apr 14, 2024",Brooklyn Nets,BKN,Philadelphia 76ers,PHI
"Sun, Apr 14, 2024",Utah Jazz,UTA,Golden State Warriors,GSW
"Sun, Apr 14, 2024",Houston Rockets,HOU,Los Angeles Clippers,LAC
"Sun, Apr 14, 2024",Denver Nuggets,DEN,Memphis Grizzlies,MEM
"Sun, Apr 14, 2024",Phoenix Suns,PHO,Minnesota Timberwolves,MIN
"Sun, Apr 14, 2024",Los Angeles Lakers,LAL,New Orleans Pelicans,NOP
"Sun, Apr 14, 2024",Dallas Mavericks,DAL,Oklahoma City Thunder,OKC
"Sun, Apr 14, 2024",Portland Trail Blazers,POR,Sacramento Kings,SAC
"Sun, Apr 14, 2024",Detroit Pistons,DET,San Antonio Spurs,SAS
